ncounts,nstrata,ymin,ymax,nknots,stratify_by,nonzeroweight,nobservers,X.basis,count,strat_name,strat,obser,year,firstyr,month,day,r_year,route
1267,19,1,26,6,latlong,0.428571429,32,1.12985254,0,52-110,12,1,13,1,6,28,1980,11-Apr
NA,NA,NA,NA,NA,NA,0.4,8,0.934558708,0,52-110,12,2,5,1,6,3,1972,11-Apr
NA,NA,NA,NA,NA,NA,0.75,16,0.762890855,0,52-110,12,2,6,0,6,9,1973,11-Apr
NA,NA,NA,NA,NA,NA,0.375,7,0.613352067,0,52-110,12,3,7,1,6,23,1974,11-Apr
NA,NA,NA,NA,NA,NA,0.636363636,24,0.484453097,1,52-110,12,3,8,0,6,30,1975,11-Apr
NA,NA,NA,NA,NA,NA,0.75,11,0.374958082,0,52-110,12,3,9,0,6,29,1976,11-Apr
NA,NA,NA,NA,NA,NA,0.625,14,0.283936522,0,52-110,12,3,10,0,6,25,1977,11-Apr
NA,NA,NA,NA,NA,NA,1,8,0.210476096,0,52-110,12,3,11,0,6,24,1978,11-Apr
NA,NA,NA,NA,NA,NA,1,9,0.153449632,0,52-110,12,3,12,0,7,1,1979,11-Apr
NA,NA,NA,NA,NA,NA,0.571428571,7,0.110404032,0,52-110,12,3,14,0,6,28,1981,11-Apr
NA,NA,NA,NA,NA,NA,0.833333333,8,0.078380892,2,52-110,12,4,25,1,6,23,1992,11-Apr
NA,NA,NA,NA,NA,NA,0.75,9,0.054428051,1,52-110,12,4,26,0,6,15,1993,11-Apr
NA,NA,NA,NA,NA,NA,0.857142857,10,0.036223765,22,52-112,13,1,26,1,6,22,1993,4-112
NA,NA,NA,NA,NA,NA,0.777777778,19,0.02255698,1,52-112,13,2,24,1,6,18,1991,4-113
NA,NA,NA,NA,NA,NA,0.6,4,0.012329702,0,52-112,13,2,25,0,6,17,1992,4-113
NA,NA,NA,NA,NA,NA,1,13,0.004500655,0,52-112,13,2,26,0,6,11,1993,4-113
NA,NA,NA,NA,NA,NA,0.888888889,15,-0.001414221,4,52-114,14,1,22,1,6,2,1989,4-115
NA,NA,NA,NA,NA,NA,0.9,11,-0.005582718,2,52-114,14,1,23,0,6,9,1990,4-115
NA,NA,NA,NA,NA,NA,1,14,-0.008168167,5,52-114,14,1,24,0,6,9,1991,4-115
NA,NA,NA,NA,NA,NA,NA,NA,-0.008912388,3,52-114,14,1,25,0,6,7,1992,4-115
NA,NA,NA,NA,NA,NA,NA,NA,-0.006451148,6,52-114,14,1,26,0,6,11,1993,4-115
NA,NA,NA,NA,NA,NA,NA,NA,0.000759012,1,52-112,13,3,25,1,6,30,1992,4-119
NA,NA,NA,NA,NA,NA,NA,NA,0.014260105,1,52-112,13,3,26,0,6,6,1993,4-119
NA,NA,NA,NA,NA,NA,NA,NA,0.03556983,5,52-114,14,2,20,1,6,26,1987,4-121
NA,NA,NA,NA,NA,NA,NA,NA,0.066185713,3,52-114,14,2,21,0,7,2,1988,4-121
NA,NA,NA,NA,NA,NA,NA,NA,0.10760467,3,52-114,14,2,22,0,6,1,1989,4-121
NA,NA,NA,NA,NA,NA,NA,NA,0.070206772,6,52-114,14,2,26,0,6,6,1993,4-121
NA,NA,NA,NA,NA,NA,NA,NA,0.1214964,0,52-114,14,3,23,1,6,23,1990,4-122
NA,NA,NA,NA,NA,NA,NA,NA,0.160926778,18,52-114,14,3,24,0,6,9,1991,4-122
NA,NA,NA,NA,NA,NA,NA,NA,0.189509793,11,52-114,14,3,25,0,6,7,1992,4-122
NA,NA,NA,NA,NA,NA,NA,NA,0.208230478,19,52-114,14,3,26,0,6,10,1993,4-122
