ncounts,nstrata,ymin,ymax,nknots,stratify_by,nonzeroweight,nobservers,X.basis,count,strat_name,strat,obser,year,firstyr,month,day,r_year,route
3559,40,1,26,6,latlong,0.6,10,1.12985254,0,40-104,10,1,19,1,6,29,1986,17-12
NA,NA,NA,NA,NA,NA,1,18,0.934558708,3,40-104,10,1,25,0,6,20,1992,17-12
NA,NA,NA,NA,NA,NA,0.857142857,18,0.762890855,68,40-104,10,2,1,1,6,30,1968,17-12
NA,NA,NA,NA,NA,NA,1,27,0.613352067,98,40-104,10,2,2,0,6,20,1969,17-12
NA,NA,NA,NA,NA,NA,1,18,0.484453097,69,40-104,10,2,3,0,7,6,1970,17-12
NA,NA,NA,NA,NA,NA,1,23,0.374958082,6,40-104,10,2,4,0,7,4,1971,17-12
NA,NA,NA,NA,NA,NA,0.625,17,0.283936522,3,40-104,10,2,5,0,6,27,1972,17-12
NA,NA,NA,NA,NA,NA,1,39,0.210476096,48,40-104,10,2,6,0,6,24,1973,17-12
NA,NA,NA,NA,NA,NA,1,16,0.153449632,11,40-104,10,2,8,0,6,23,1975,17-12
NA,NA,NA,NA,NA,NA,1,23,0.110404032,0,40-104,10,2,9,0,7,7,1976,17-12
NA,NA,NA,NA,NA,NA,0.888888889,34,0.078380892,35,40-104,10,2,13,0,6,6,1980,17-12
NA,NA,NA,NA,NA,NA,0.875,23,0.054428051,0,40-104,10,2,15,0,6,4,1982,17-12
NA,NA,NA,NA,NA,NA,1,20,0.036223765,38,40-104,10,2,16,0,6,24,1983,17-12
NA,NA,NA,NA,NA,NA,1,34,0.02255698,44,40-104,10,2,17,0,6,23,1984,17-12
NA,NA,NA,NA,NA,NA,0.823529412,31,0.012329702,108,40-104,10,2,18,0,6,18,1985,17-12
NA,NA,NA,NA,NA,NA,0.8,16,0.004500655,0,40-104,10,2,20,0,6,16,1987,17-12
NA,NA,NA,NA,NA,NA,1,29,-0.001414221,82,40-104,10,2,21,0,7,4,1988,17-12
NA,NA,NA,NA,NA,NA,1,14,-0.005582718,0,40-104,10,2,22,0,7,4,1989,17-12
NA,NA,NA,NA,NA,NA,1,21,-0.008168167,139,38-104,6,1,21,1,6,4,1988,17-126
NA,NA,NA,NA,NA,NA,0.541666667,31,-0.008912388,0,38-104,6,1,22,0,6,3,1989,17-126
NA,NA,NA,NA,NA,NA,0.947368421,44,-0.006451148,0,38-104,6,1,23,0,6,23,1990,17-126
NA,NA,NA,NA,NA,NA,0.928571429,32,0.000759012,0,38-104,6,1,24,0,6,14,1991,17-126
NA,NA,NA,NA,NA,NA,1,25,0.014260105,0,38-104,6,1,25,0,6,6,1992,17-126
NA,NA,NA,NA,NA,NA,1,27,0.03556983,0,38-104,6,1,26,0,6,5,1993,17-126
NA,NA,NA,NA,NA,NA,1,13,0.066185713,262,40-104,10,3,2,1,6,27,1969,17-13
NA,NA,NA,NA,NA,NA,1,14,0.10760467,320,40-104,10,3,3,0,6,26,1970,17-13
NA,NA,NA,NA,NA,NA,1,15,0.070206772,233,40-104,10,4,4,1,6,24,1971,17-13
NA,NA,NA,NA,NA,NA,1,9,0.1214964,197,40-104,10,4,5,0,6,21,1972,17-13
NA,NA,NA,NA,NA,NA,1,7,0.160926778,376,40-104,10,4,6,0,6,21,1973,17-13
NA,NA,NA,NA,NA,NA,0.9,37,0.189509793,247,40-104,10,4,7,0,6,24,1974,17-13
NA,NA,NA,NA,NA,NA,0.75,15,0.208230478,208,40-104,10,4,8,0,6,26,1975,17-13
NA,NA,NA,NA,NA,NA,1,18,0.217186596,135,40-104,10,4,9,0,6,21,1976,17-13
NA,NA,NA,NA,NA,NA,1,26,0.215406619,131,40-104,10,4,10,0,6,22,1977,17-13
NA,NA,NA,NA,NA,NA,1,18,0.201855357,153,40-104,10,4,11,0,6,30,1978,17-13
NA,NA,NA,NA,NA,NA,1,15,0.176225781,266,40-104,10,4,12,0,6,29,1979,17-13
NA,NA,NA,NA,NA,NA,1,12,0.142704546,166,40-104,10,4,13,0,6,27,1980,17-13
NA,NA,NA,NA,NA,NA,0.833333333,5,0.107190833,255,40-104,10,4,14,0,6,26,1981,17-13
NA,NA,NA,NA,NA,NA,1,13,0.075559726,244,40-104,10,4,16,0,7,6,1983,17-13
NA,NA,NA,NA,NA,NA,0.833333333,11,0.051293298,185,40-104,10,4,17,0,6,26,1984,17-13
NA,NA,NA,NA,NA,NA,1,17,0.033657531,186,40-104,10,4,18,0,6,19,1985,17-13
NA,NA,NA,NA,NA,NA,NA,NA,0.021489241,135,40-104,10,4,19,0,6,25,1986,17-13
NA,NA,NA,NA,NA,NA,NA,NA,0.01364366,148,40-104,10,4,20,0,6,19,1987,17-13
NA,NA,NA,NA,NA,NA,NA,NA,0.009156896,198,40-104,10,4,21,0,6,30,1988,17-13
NA,NA,NA,NA,NA,NA,NA,NA,0.007167721,124,40-104,10,4,22,0,6,23,1989,17-13
NA,NA,NA,NA,NA,NA,NA,NA,0.006815186,110,40-104,10,4,23,0,6,26,1990,17-13
NA,NA,NA,NA,NA,NA,NA,NA,0.006779346,143,40-104,10,4,24,0,6,29,1991,17-13
NA,NA,NA,NA,NA,NA,NA,NA,0.004535855,143,40-104,10,4,25,0,7,5,1992,17-13
NA,NA,NA,NA,NA,NA,NA,NA,-0.002634796,94,40-104,10,4,26,0,6,24,1993,17-13
NA,NA,NA,NA,NA,NA,NA,NA,-0.017399011,242,40-104,10,5,1,1,6,27,1968,17-13
NA,NA,NA,NA,NA,NA,NA,NA,-0.041531217,265,40-102,9,1,2,1,6,28,1969,17-14
NA,NA,NA,NA,NA,NA,NA,NA,-0.076065705,58,40-102,9,1,3,0,6,25,1970,17-14
NA,NA,NA,NA,NA,NA,NA,NA,-0.122014361,136,40-102,9,2,4,1,6,22,1971,17-14
NA,NA,NA,NA,NA,NA,NA,NA,0.000674635,42,40-102,9,2,5,0,6,22,1972,17-14
NA,NA,NA,NA,NA,NA,NA,NA,0.023713489,221,40-102,9,2,6,0,6,20,1973,17-14
NA,NA,NA,NA,NA,NA,NA,NA,0.041661811,108,40-102,9,2,7,0,6,25,1974,17-14
NA,NA,NA,NA,NA,NA,NA,NA,0.054949903,99,40-102,9,2,8,0,6,24,1975,17-14
NA,NA,NA,NA,NA,NA,NA,NA,0.064032492,15,40-102,9,2,9,0,6,22,1976,17-14
NA,NA,NA,NA,NA,NA,NA,NA,0.070171091,25,40-102,9,2,10,0,6,23,1977,17-14
NA,NA,NA,NA,NA,NA,NA,NA,0.075599521,27,40-102,9,2,11,0,6,29,1978,17-14
NA,NA,NA,NA,NA,NA,NA,NA,0.082609489,65,40-102,9,2,12,0,6,26,1979,17-14
NA,NA,NA,NA,NA,NA,NA,NA,0.092751108,104,40-102,9,2,13,0,6,26,1980,17-14
NA,NA,NA,NA,NA,NA,NA,NA,0.102997903,97,40-102,9,2,14,0,6,25,1981,17-14
NA,NA,NA,NA,NA,NA,NA,NA,0.108579281,97,40-102,9,2,16,0,7,7,1983,17-14
NA,NA,NA,NA,NA,NA,NA,NA,0.104761516,55,40-102,9,2,17,0,6,29,1984,17-14
NA,NA,NA,NA,NA,NA,NA,NA,0.090322061,61,40-102,9,2,18,0,6,20,1985,17-14
NA,NA,NA,NA,NA,NA,NA,NA,0.070224487,90,40-102,9,2,19,0,6,26,1986,17-14
NA,NA,NA,NA,NA,NA,NA,NA,0.050062061,115,40-102,9,3,20,1,6,19,1987,17-14
NA,NA,NA,NA,NA,NA,NA,NA,0.034987054,107,40-102,9,3,21,0,6,16,1988,17-14
NA,NA,NA,NA,NA,NA,NA,NA,0.025819405,124,40-102,9,3,22,0,6,8,1989,17-14
NA,NA,NA,NA,NA,NA,NA,NA,0.020920067,50,40-102,9,3,23,0,6,14,1990,17-14
NA,NA,NA,NA,NA,NA,NA,NA,0.018621915,133,40-102,9,3,24,0,6,8,1991,17-14
NA,NA,NA,NA,NA,NA,NA,NA,0.017332651,53,40-102,9,3,25,0,6,13,1992,17-14
NA,NA,NA,NA,NA,NA,NA,NA,0.015656322,83,40-102,9,3,26,0,6,12,1993,17-14
NA,NA,NA,NA,NA,NA,NA,NA,0.012228789,17,40-102,9,4,1,1,6,28,1968,17-14
NA,NA,NA,NA,NA,NA,NA,NA,0.005714957,314,38-104,6,2,17,1,6,14,1984,17-19
NA,NA,NA,NA,NA,NA,NA,NA,-0.004732483,140,38-104,6,3,16,1,7,5,1983,17-19
NA,NA,NA,NA,NA,NA,NA,NA,-0.019556086,200,38-104,6,4,20,1,6,28,1987,17-19
NA,NA,NA,NA,NA,NA,NA,NA,-0.039186158,167,38-104,6,4,23,0,6,8,1990,17-19
NA,NA,NA,NA,NA,NA,NA,NA,-0.039186158,249,38-104,6,4,24,0,6,5,1991,17-19
NA,NA,NA,NA,NA,NA,NA,NA,-0.019556086,115,38-104,6,5,26,1,6,16,1993,17-19
NA,NA,NA,NA,NA,NA,NA,NA,-0.004732483,171,38-104,6,6,25,1,6,18,1992,17-19
NA,NA,NA,NA,NA,NA,NA,NA,0.005714957,312,38-104,6,7,14,1,6,8,1981,17-20
NA,NA,NA,NA,NA,NA,NA,NA,0.012228789,328,38-104,6,7,15,0,6,21,1982,17-20
NA,NA,NA,NA,NA,NA,NA,NA,0.015656322,239,38-104,6,8,12,1,6,30,1979,17-20
NA,NA,NA,NA,NA,NA,NA,NA,0.017332651,49,38-104,6,9,19,1,6,13,1986,17-20
NA,NA,NA,NA,NA,NA,NA,NA,0.018621915,151,38-104,6,9,21,0,6,23,1988,17-20
NA,NA,NA,NA,NA,NA,NA,NA,0.020920067,77,38-104,6,9,22,0,6,23,1989,17-20
NA,NA,NA,NA,NA,NA,NA,NA,0.025819405,66,38-104,6,9,23,0,6,29,1990,17-20
