"","Year","Index","Q25","Q975","Stratum"
"846",1979,4.1906168613539,2.58446722625952,5.97156367538218,"MO"
"847",1980,5.70095054758948,3.95410065731241,8.4696561515957,"MO"
"848",1981,4.63049627258699,3.19328104353779,6.43779904576555,"MO"
"849",1982,3.59886077372821,2.36314867281197,5.17619972892578,"MO"
"850",1983,2.94219875796107,1.95520385920874,4.25234563174991,"MO"
"851",1984,2.43160886034171,1.64988997377663,3.46852936148326,"MO"
"852",1985,2.08426630902159,1.4140045817215,2.9369095166805,"MO"
"853",1986,2.80347095946344,1.89855454497285,4.10017212489987,"MO"
"854",1987,2.85699398600099,1.98750089950521,4.25621036234264,"MO"
"855",1988,2.88603889712766,2.00623235796918,4.22450797744852,"MO"
"856",1989,3.55264260575803,2.36504868464532,5.0506574605878,"MO"
"857",1990,3.13794661458593,2.12848220797081,4.51784647439341,"MO"
"858",1991,3.47381734089594,2.33338311770238,4.77395985249107,"MO"
"859",1992,3.02662127903279,2.05950647018363,4.35765151838853,"MO"
"860",1993,2.14542076087347,1.45341660434848,2.98538741212385,"MO"
"861",1994,1.51438961707884,1.05347951111977,2.20517683113016,"MO"
"862",1995,1.30117316900719,0.88393332792415,1.87628881369207,"MO"
"863",1996,1.38047815689038,0.966029037565975,1.9443518039944,"MO"
"864",1997,1.77964573884084,1.28757716421484,2.53134307977785,"MO"
"865",1998,1.76795127106538,1.17424660529595,2.59788720391585,"MO"
"866",1999,1.27921600117902,0.83869562523781,1.83608842511907,"MO"
"867",2000,1.25825474054664,0.855830883073907,1.8616532621062,"MO"
"868",2001,0.986962097890129,0.673921904011887,1.41445660959107,"MO"
"869",2002,1.13949085057302,0.784785068528975,1.67603281806839,"MO"
"870",2003,0.955224439380387,0.66999681082136,1.37779757002919,"MO"
"871",2004,0.785899677912448,0.564837693645643,1.08675024589891,"MO"
"872",2005,0.780411761661679,0.565213864226905,1.16444448871468,"MO"
"873",2006,0.696726769102339,0.458141590264525,1.0358206826963,"MO"
"874",2007,0.653110753965641,0.427464088846351,1.01295179613802,"MO"
"875",2008,0.528097360801613,0.340445266576267,0.753369322948892,"MO"
"876",2009,0.567397776839366,0.381029379680526,0.874468355092811,"MO"
"877",2010,0.568733387513407,0.35729710887388,0.82053473712822,"MO"
"878",2011,0.479489460998037,0.316004850312375,0.674079063802767,"MO"
"879",2012,0.402005395688223,0.25912720620003,0.584172272917802,"MO"
"880",2013,0.322780641630644,0.20613830794944,0.481293196674504,"MO"
"881",2014,0.258887775700047,0.142440156822033,0.382438077500294,"MO"
"882",2015,0.247372180023941,0.131697790270042,0.377441535484916,"MO"
"883",2016,0.254635281809422,0.146006138039427,0.398473527672931,"MO"
"884",2017,0.275015742377069,0.170145521011988,0.450771909402303,"MO"
"885",1966,0.223333778653123,0.0229182443781775,0.9684340784288,"NE"
"886",1967,0.202206868720702,0.0274883999788579,0.749517249716754,"NE"
"887",1968,0.194581451106694,0.0358885406027701,0.558746271759299,"NE"
"888",1969,0.192089644821393,0.0479084249494923,0.531112073347303,"NE"
"889",1970,0.205780259525876,0.0638982198134397,0.552251401898581,"NE"
"890",1971,0.209312198620061,0.0703273017425829,0.442679524657012,"NE"
"891",1972,0.214561637523559,0.0776482621551705,0.537846213291336,"NE"
"892",1973,0.235226997428293,0.0807585209394051,0.568237410170905,"NE"
"893",1974,0.267117858529915,0.0824799451574331,0.809658434670727,"NE"
"894",1975,0.310278882475953,0.0885130700917931,1.09128303881677,"NE"
"895",1976,0.291994019841094,0.0866397574389783,0.970535443751115,"NE"
"896",1977,0.301273102107747,0.0791206911653581,0.816045269310979,"NE"
"897",1978,0.332640927308885,0.0997361486795075,1.1074526014948,"NE"
"898",1979,0.273205681291435,0.0950838672787801,0.887842791209811,"NE"
"899",1980,0.275935856366216,0.0683493393434706,0.991526304912377,"NE"
"900",1981,0.25915774694203,0.0649753102002492,1.0120872205714,"NE"
"901",1982,0.217250927652587,0.0594350610303652,0.717086762156313,"NE"
"902",1983,0.181570919473471,0.0460300663151404,0.58280106321406,"NE"
"903",1984,0.144490503376292,0.0308239411883045,0.470046884191749,"NE"
"904",1985,0.112765968212801,0.0253389865306711,0.329372651292638,"NE"
"905",1986,0.114062319251747,0.0203816071294976,0.307596513889411,"NE"
"906",1987,0.101226772292663,0.0175377376651839,0.26446609730812,"NE"
"907",1988,0.104683718770802,0.0204125609194383,0.268285049551677,"NE"
"908",1989,0.105468520316048,0.0211431678049064,0.269404945503725,"NE"
"909",1990,0.120430824969174,0.0266811581242269,0.378289074393483,"NE"
"910",1991,0.140244714359467,0.0360686517224675,0.387736629472555,"NE"
"911",1992,0.181663480641393,0.0495781734520681,0.626388289911938,"NE"
"912",1993,0.209499305523127,0.0523351829799395,0.812108168499001,"NE"
"913",1994,0.182973882906708,0.0432603888881271,0.540656350390585,"NE"
"914",1995,0.134151496608737,0.0313402798172447,0.375027839305082,"NE"
"915",1996,0.0975808593004369,0.0228007137034195,0.263383298745326,"NE"
"916",1997,0.075013620177084,0.0160577852988979,0.194319335218047,"NE"
"917",1998,0.0591380984256468,0.0117513834215677,0.162113961650956,"NE"
"918",1999,0.047720721446547,0.00914640070792182,0.12931938138097,"NE"
"919",2000,0.0445390633585629,0.00737293133724089,0.113833181229108,"NE"
"920",2001,0.0421147793514498,0.00399350612451998,0.142212590014684,"NE"
"921",2002,0.0372583520421033,0.00289569965451556,0.107944621490813,"NE"
"922",2003,0.0370395528994132,0.00424719798519532,0.123297963037905,"NE"
"923",2004,0.0330685960874067,0.00373601799798341,0.0981100841002024,"NE"
"924",2005,0.0299914673374184,0.00311091180916038,0.0974414724653889,"NE"
"925",2006,0.0276272132653987,0.0026093129446165,0.0970107970203654,"NE"
"926",2007,0.0246921973319087,0.00200482757736815,0.0786004552164433,"NE"
"927",2008,0.022786033421148,0.0019238277341901,0.067523871069999,"NE"
"928",2009,0.021311601643342,0.00173106477322854,0.0673611736283314,"NE"
"929",2010,0.0200341757452975,0.00159329219926229,0.0652291641326658,"NE"
"930",2011,0.0195196393939171,0.000982042482603139,0.0691471163407072,"NE"
"931",2012,0.0192774530311567,0.000616467978369453,0.0664071698506662,"NE"
