"","grid2","grid1","dist","pairid","dcat"
"13950","37_102","38_92",885,"37_102.38_92","701-900"
"13951","37_101","38_92",798,"37_101.38_92","701-900"
"13952","37_100","38_92",711,"37_100.38_92","701-900"
"13953","37_99","38_92",625,"37_99.38_92","501-700"
"13954","37_98","38_92",538,"37_98.38_92","501-700"
"13955","37_93","38_92",142,"37_93.38_92","100-300"
"13956","37_89","38_92",286,"37_89.38_92","100-300"
"13957","37_88","38_92",368,"37_88.38_92","301-500"
"13958","37_87","38_92",453,"37_87.38_92","301-500"
"13959","37_85","38_92",625,"37_85.38_92","501-700"
"13960","37_79","38_92",1146,"37_79.38_92","1101-1300"
"13961","37_78","38_92",1233,"37_78.38_92","1101-1300"
"13962","37_76","38_92",1408,"37_76.38_92","1301-1500"
"13963","36_101","38_92",826,"36_101.38_92","701-900"
"13964","36_100","38_92",741,"36_100.38_92","701-900"
"13965","36_97","38_92",495,"36_97.38_92","301-500"
"13966","36_96","38_92",418,"36_96.38_92","301-500"
"13967","36_95","38_92",346,"36_95.38_92","301-500"
"13968","36_82","38_92",911,"36_82.38_92","901-1100"
"13969","35_102","38_92",950,"35_102.38_92","901-1100"
"13970","35_101","38_92",867,"35_101.38_92","701-900"
"13971","35_99","38_92",706,"35_99.38_92","701-900"
"13972","35_79","38_92",1203,"35_79.38_92","1101-1300"
"13973","34_101","38_92",920,"34_101.38_92","901-1100"
"13974","34_82","38_92",999,"34_82.38_92","901-1100"
"13975","50_110","38_89",2124,"50_110.38_89",">1500"
"13976","49_107","38_89",1883,"49_107.38_89",">1500"
"13977","48_103","38_89",1582,"48_103.38_89",">1500"
"13978","48_102","38_89",1525,"48_102.38_89",">1500"
"13979","48_101","38_89",1472,"48_101.38_89","1301-1500"
"13980","48_100","38_89",1420,"48_100.38_89","1301-1500"
"13981","47_108","38_89",1836,"47_108.38_89",">1500"
"13982","47_103","38_89",1513,"47_103.38_89",">1500"
"13983","47_102","38_89",1454,"47_102.38_89","1301-1500"
"13984","47_101","38_89",1396,"47_101.38_89","1301-1500"
"13985","47_100","38_89",1341,"47_100.38_89","1301-1500"
"13986","47_99","38_89",1288,"47_99.38_89","1101-1300"
"13987","47_98","38_89",1238,"47_98.38_89","1101-1300"
"13988","46_103","38_89",1450,"46_103.38_89","1301-1500"
"13989","46_102","38_89",1387,"46_102.38_89","1301-1500"
"13990","46_101","38_89",1325,"46_101.38_89","1301-1500"
"13991","46_100","38_89",1265,"46_100.38_89","1101-1300"
"13992","46_99","38_89",1209,"46_99.38_89","1101-1300"
"13993","45_105","38_89",1533,"45_105.38_89",">1500"
"13994","45_104","38_89",1462,"45_104.38_89","1301-1500"
"13995","45_103","38_89",1393,"45_103.38_89","1301-1500"
"13996","45_102","38_89",1326,"45_102.38_89","1301-1500"
"13997","45_101","38_89",1260,"45_101.38_89","1101-1300"
"13998","45_100","38_89",1196,"45_100.38_89","1101-1300"
"13999","45_99","38_89",1135,"45_99.38_89","1101-1300"
"14000","45_98","38_89",1076,"45_98.38_89","901-1100"
"14001","44_102","38_89",1271,"44_102.38_89","1101-1300"
"14002","44_101","38_89",1201,"44_101.38_89","1101-1300"
"14003","44_100","38_89",1133,"44_100.38_89","1101-1300"
"14004","44_99","38_89",1067,"44_99.38_89","901-1100"
"14005","44_98","38_89",1003,"44_98.38_89","901-1100"
"14006","44_97","38_89",943,"44_97.38_89","901-1100"
"14007","44_89","38_89",666,"44_89.38_89","501-700"
"14008","43_102","38_89",1225,"43_102.38_89","1101-1300"
"14009","43_100","38_89",1078,"43_100.38_89","901-1100"
"14010","43_99","38_89",1007,"43_99.38_89","901-1100"
"14011","43_97","38_89",872,"43_97.38_89","701-900"
"14012","43_89","38_89",555,"43_89.38_89","501-700"
"14013","42_103","38_89",1265,"42_103.38_89","1101-1300"
"14014","42_102","38_89",1187,"42_102.38_89","1101-1300"
"14015","42_101","38_89",1109,"42_101.38_89","1101-1300"
"14016","42_99","38_89",956,"42_99.38_89","901-1100"
"14017","42_98","38_89",882,"42_98.38_89","701-900"
"14018","42_95","38_89",675,"42_95.38_89","501-700"
"14019","42_90","38_89",452,"42_90.38_89","301-500"
"14020","42_89","38_89",444,"42_89.38_89","301-500"
"14021","41_103","38_89",1239,"41_103.38_89","1101-1300"
"14022","41_102","38_89",1158,"41_102.38_89","1101-1300"
"14023","41_101","38_89",1076,"41_101.38_89","901-1100"
"14024","41_100","38_89",996,"41_100.38_89","901-1100"
"14025","41_92","38_89",420,"41_92.38_89","301-500"
"14026","41_90","38_89",344,"41_90.38_89","301-500"
"14027","41_76","38_89",1158,"41_76.38_89","1101-1300"
"14028","40_103","38_89",1223,"40_103.38_89","1101-1300"
"14029","40_102","38_89",1139,"40_102.38_89","1101-1300"
"14030","40_101","38_89",1055,"40_101.38_89","901-1100"
"14031","40_99","38_89",888,"40_99.38_89","701-900"
"14032","40_96","38_89",642,"40_96.38_89","501-700"
"14033","40_94","38_89",484,"40_94.38_89","301-500"
"14034","40_92","38_89",340,"40_92.38_89","301-500"
"14035","40_91","38_89",281,"40_91.38_89","100-300"
"14036","40_90","38_89",238,"40_90.38_89","100-300"
"14037","40_89","38_89",222,"40_89.38_89","100-300"
"14038","40_84","38_89",484,"40_84.38_89","301-500"
"14039","40_83","38_89",562,"40_83.38_89","501-700"
"14040","40_79","38_89",888,"40_79.38_89","701-900"
"14041","40_77","38_89",1055,"40_77.38_89","901-1100"
"14042","40_76","38_89",1139,"40_76.38_89","1101-1300"
"14043","40_75","38_89",1223,"40_75.38_89","1101-1300"
"14044","39_103","38_89",1217,"39_103.38_89","1101-1300"
"14045","39_102","38_89",1131,"39_102.38_89","1101-1300"
"14046","39_101","38_89",1045,"39_101.38_89","901-1100"
"14047","39_100","38_89",959,"39_100.38_89","901-1100"
"14048","39_99","38_89",873,"39_99.38_89","701-900"
"14049","39_98","38_89",787,"39_98.38_89","701-900"
"14050","39_97","38_89",702,"39_97.38_89","701-900"
"14051","39_96","38_89",616,"39_96.38_89","501-700"
"14052","39_94","38_89",447,"39_94.38_89","301-500"
"14053","39_93","38_89",364,"39_93.38_89","301-500"
"14054","39_92","38_89",283,"39_92.38_89","100-300"
"14055","39_91","38_89",206,"39_91.38_89","100-300"
"14056","39_90","38_89",141,"39_90.38_89","100-300"
"14057","39_89","38_89",111,"39_89.38_89","100-300"
"14058","39_88","38_89",141,"39_88.38_89","100-300"
"14059","39_83","38_89",531,"39_83.38_89","501-700"
"14060","39_79","38_89",873,"39_79.38_89","701-900"
"14061","39_78","38_89",959,"39_78.38_89","901-1100"
"14062","39_77","38_89",1045,"39_77.38_89","901-1100"
"14063","39_76","38_89",1131,"39_76.38_89","1101-1300"
"14064","39_75","38_89",1217,"39_75.38_89","1101-1300"
"14065","38_103","38_89",1220,"38_103.38_89","1101-1300"
"14066","38_102","38_89",1133,"38_102.38_89","1101-1300"
"14067","38_101","38_89",1046,"38_101.38_89","901-1100"
"14068","38_100","38_89",959,"38_100.38_89","901-1100"
"14069","38_99","38_89",872,"38_99.38_89","701-900"
"14070","38_98","38_89",785,"38_98.38_89","701-900"
"14071","38_97","38_89",698,"38_97.38_89","501-700"
"14072","38_96","38_89",610,"38_96.38_89","501-700"
"14073","38_95","38_89",523,"38_95.38_89","501-700"
"14074","38_94","38_89",436,"38_94.38_89","301-500"
"14075","38_93","38_89",349,"38_93.38_89","301-500"
"14076","38_92","38_89",262,"38_92.38_89","100-300"
"14077","38_88","38_89",87,"38_88.38_89","<100"
"14078","38_87","38_89",174,"38_87.38_89","100-300"
"14079","38_86","38_89",262,"38_86.38_89","100-300"
"14080","38_85","38_89",349,"38_85.38_89","301-500"
"14081","38_83","38_89",523,"38_83.38_89","501-700"
"14082","38_79","38_89",872,"38_79.38_89","701-900"
"14083","38_78","38_89",959,"38_78.38_89","901-1100"
"14084","38_77","38_89",1046,"38_77.38_89","901-1100"
"14085","38_76","38_89",1133,"38_76.38_89","1101-1300"
"14086","38_75","38_89",1220,"38_75.38_89","1101-1300"
"14087","37_102","38_89",1146,"37_102.38_89","1101-1300"
"14088","37_101","38_89",1059,"37_101.38_89","901-1100"
"14089","37_100","38_89",972,"37_100.38_89","901-1100"
"14090","37_99","38_89",885,"37_99.38_89","701-900"
"14091","37_98","38_89",798,"37_98.38_89","701-900"
"14092","37_93","38_89",368,"37_93.38_89","301-500"
"14093","37_89","38_89",111,"37_89.38_89","100-300"
"14094","37_88","38_89",142,"37_88.38_89","100-300"
"14095","37_87","38_89",208,"37_87.38_89","100-300"
"14096","37_85","38_89",368,"37_85.38_89","301-500"
"14097","37_79","38_89",885,"37_79.38_89","701-900"
"14098","37_78","38_89",972,"37_78.38_89","901-1100"
"14099","37_76","38_89",1146,"37_76.38_89","1101-1300"
"14100","36_101","38_89",1083,"36_101.38_89","901-1100"
"14101","36_100","38_89",997,"36_100.38_89","901-1100"
"14102","36_97","38_89",741,"36_97.38_89","701-900"
"14103","36_96","38_89",657,"36_96.38_89","501-700"
"14104","36_95","38_89",575,"36_95.38_89","501-700"
"14105","36_82","38_89",657,"36_82.38_89","501-700"
"14106","35_102","38_89",1203,"35_102.38_89","1101-1300"
"14107","35_101","38_89",1118,"35_101.38_89","1101-1300"
"14108","35_99","38_89",950,"35_99.38_89","901-1100"
"14109","35_79","38_89",950,"35_79.38_89","901-1100"
"14110","34_101","38_89",1162,"34_101.38_89","1101-1300"
"14111","34_82","38_89",768,"34_82.38_89","701-900"
"14112","50_110","38_88",2186,"50_110.38_88",">1500"
"14113","49_107","38_88",1944,"49_107.38_88",">1500"
"14114","48_103","38_88",1640,"48_103.38_88",">1500"
"14115","48_102","38_88",1582,"48_102.38_88",">1500"
"14116","48_101","38_88",1525,"48_101.38_88",">1500"
"14117","48_100","38_88",1472,"48_100.38_88","1301-1500"
"14118","47_108","38_88",1904,"47_108.38_88",">1500"
"14119","47_103","38_88",1575,"47_103.38_88",">1500"
"14120","47_102","38_88",1513,"47_102.38_88",">1500"
"14121","47_101","38_88",1454,"47_101.38_88","1301-1500"
"14122","47_100","38_88",1396,"47_100.38_88","1301-1500"
"14123","47_99","38_88",1341,"47_99.38_88","1301-1500"
"14124","47_98","38_88",1288,"47_98.38_88","1101-1300"
"14125","46_103","38_88",1516,"46_103.38_88",">1500"
"14126","46_102","38_88",1450,"46_102.38_88","1301-1500"
"14127","46_101","38_88",1387,"46_101.38_88","1301-1500"
"14128","46_100","38_88",1325,"46_100.38_88","1301-1500"
"14129","46_99","38_88",1265,"46_99.38_88","1101-1300"
"14130","45_105","38_88",1604,"45_105.38_88",">1500"
"14131","45_104","38_88",1533,"45_104.38_88",">1500"
"14132","45_103","38_88",1462,"45_103.38_88","1301-1500"
"14133","45_102","38_88",1393,"45_102.38_88","1301-1500"
"14134","45_101","38_88",1326,"45_101.38_88","1301-1500"
"14135","45_100","38_88",1260,"45_100.38_88","1101-1300"
"14136","45_99","38_88",1196,"45_99.38_88","1101-1300"
"14137","45_98","38_88",1135,"45_98.38_88","1101-1300"
"14138","44_102","38_88",1343,"44_102.38_88","1301-1500"
"14139","44_101","38_88",1271,"44_101.38_88","1101-1300"
"14140","44_100","38_88",1201,"44_100.38_88","1101-1300"
"14141","44_99","38_88",1133,"44_99.38_88","1101-1300"
"14142","44_98","38_88",1067,"44_98.38_88","901-1100"
"14143","44_97","38_88",1003,"44_97.38_88","901-1100"
"14144","44_89","38_88",672,"44_89.38_88","501-700"
"14145","43_102","38_88",1300,"43_102.38_88","1101-1300"
"14146","43_100","38_88",1151,"43_100.38_88","1101-1300"
"14147","43_99","38_88",1078,"43_99.38_88","901-1100"
"14148","43_97","38_88",938,"43_97.38_88","901-1100"
"14149","43_89","38_88",562,"43_89.38_88","501-700"
"14150","42_103","38_88",1345,"42_103.38_88","1301-1500"
"14151","42_102","38_88",1265,"42_102.38_88","1101-1300"
"14152","42_101","38_88",1187,"42_101.38_88","1101-1300"
"14153","42_99","38_88",1032,"42_99.38_88","901-1100"
"14154","42_98","38_88",956,"42_98.38_88","901-1100"
"14155","42_95","38_88",741,"42_95.38_88","701-900"
"14156","42_90","38_88",475,"42_90.38_88","301-500"
"14157","42_89","38_88",452,"42_89.38_88","301-500"
"14158","41_103","38_88",1322,"41_103.38_88","1301-1500"
"14159","41_102","38_88",1239,"41_102.38_88","1101-1300"
"14160","41_101","38_88",1158,"41_101.38_88","1101-1300"
"14161","41_100","38_88",1076,"41_100.38_88","901-1100"
"14162","41_92","38_88",477,"41_92.38_88","301-500"
"14163","41_90","38_88",374,"41_90.38_88","301-500"
"14164","41_76","38_88",1076,"41_76.38_88","901-1100"
"14165","40_103","38_88",1307,"40_103.38_88","1301-1500"
"14166","40_102","38_88",1223,"40_102.38_88","1101-1300"
"14167","40_101","38_88",1139,"40_101.38_88","1101-1300"
"14168","40_99","38_88",971,"40_99.38_88","901-1100"
"14169","40_96","38_88",723,"40_96.38_88","701-900"
"14170","40_94","38_88",562,"40_94.38_88","501-700"
"14171","40_92","38_88",409,"40_92.38_88","301-500"
"14172","40_91","38_88",340,"40_91.38_88","301-500"
"14173","40_90","38_88",281,"40_90.38_88","100-300"
"14174","40_89","38_88",238,"40_89.38_88","100-300"
"14175","40_84","38_88",409,"40_84.38_88","301-500"
"14176","40_83","38_88",484,"40_83.38_88","301-500"
"14177","40_79","38_88",805,"40_79.38_88","701-900"
"14178","40_77","38_88",971,"40_77.38_88","901-1100"
"14179","40_76","38_88",1055,"40_76.38_88","901-1100"
"14180","40_75","38_88",1139,"40_75.38_88","1101-1300"
"14181","39_103","38_88",1303,"39_103.38_88","1301-1500"
"14182","39_102","38_88",1217,"39_102.38_88","1101-1300"
"14183","39_101","38_88",1131,"39_101.38_88","1101-1300"
"14184","39_100","38_88",1045,"39_100.38_88","901-1100"
"14185","39_99","38_88",959,"39_99.38_88","901-1100"
"14186","39_98","38_88",873,"39_98.38_88","701-900"
"14187","39_97","38_88",787,"39_97.38_88","701-900"
"14188","39_96","38_88",702,"39_96.38_88","701-900"
"14189","39_94","38_88",531,"39_94.38_88","501-700"
"14190","39_93","38_88",447,"39_93.38_88","301-500"
"14191","39_92","38_88",364,"39_92.38_88","301-500"
"14192","39_91","38_88",283,"39_91.38_88","100-300"
"14193","39_90","38_88",206,"39_90.38_88","100-300"
"14194","39_89","38_88",141,"39_89.38_88","100-300"
"14195","39_88","38_88",111,"39_88.38_88","100-300"
"14196","39_83","38_88",447,"39_83.38_88","301-500"
"14197","39_79","38_88",787,"39_79.38_88","701-900"
"14198","39_78","38_88",873,"39_78.38_88","701-900"
"14199","39_77","38_88",959,"39_77.38_88","901-1100"
"14200","39_76","38_88",1045,"39_76.38_88","901-1100"
"14201","39_75","38_88",1131,"39_75.38_88","1101-1300"
"14202","38_103","38_88",1307,"38_103.38_88","1301-1500"
"14203","38_102","38_88",1220,"38_102.38_88","1101-1300"
"14204","38_101","38_88",1133,"38_101.38_88","1101-1300"
"14205","38_100","38_88",1046,"38_100.38_88","901-1100"
"14206","38_99","38_88",959,"38_99.38_88","901-1100"
"14207","38_98","38_88",872,"38_98.38_88","701-900"
"14208","38_97","38_88",785,"38_97.38_88","701-900"
"14209","38_96","38_88",698,"38_96.38_88","501-700"
"14210","38_95","38_88",610,"38_95.38_88","501-700"
"14211","38_94","38_88",523,"38_94.38_88","501-700"
"14212","38_93","38_88",436,"38_93.38_88","301-500"
"14213","38_92","38_88",349,"38_92.38_88","301-500"
"14214","38_89","38_88",87,"38_89.38_88","<100"
"14215","38_87","38_88",87,"38_87.38_88","<100"
"14216","38_86","38_88",174,"38_86.38_88","100-300"
"14217","38_85","38_88",262,"38_85.38_88","100-300"
"14218","38_83","38_88",436,"38_83.38_88","301-500"
"14219","38_79","38_88",785,"38_79.38_88","701-900"
"14220","38_78","38_88",872,"38_78.38_88","701-900"
"14221","38_77","38_88",959,"38_77.38_88","901-1100"
"14222","38_76","38_88",1046,"38_76.38_88","901-1100"
"14223","38_75","38_88",1133,"38_75.38_88","1101-1300"
"14224","37_102","38_88",1233,"37_102.38_88","1101-1300"
"14225","37_101","38_88",1146,"37_101.38_88","1101-1300"
"14226","37_100","38_88",1059,"37_100.38_88","901-1100"
"14227","37_99","38_88",972,"37_99.38_88","901-1100"
"14228","37_98","38_88",885,"37_98.38_88","701-900"
"14229","37_93","38_88",453,"37_93.38_88","301-500"
"14230","37_89","38_88",142,"37_89.38_88","100-300"
"14231","37_88","38_88",111,"37_88.38_88","100-300"
"14232","37_87","38_88",142,"37_87.38_88","100-300"
"14233","37_85","38_88",286,"37_85.38_88","100-300"
"14234","37_79","38_88",798,"37_79.38_88","701-900"
"14235","37_78","38_88",885,"37_78.38_88","701-900"
"14236","37_76","38_88",1059,"37_76.38_88","901-1100"
"14237","36_101","38_88",1170,"36_101.38_88","1101-1300"
"14238","36_100","38_88",1083,"36_100.38_88","901-1100"
"14239","36_97","38_88",826,"36_97.38_88","701-900"
"14240","36_96","38_88",741,"36_96.38_88","701-900"
"14241","36_95","38_88",657,"36_95.38_88","501-700"
"14242","36_82","38_88",575,"36_82.38_88","501-700"
"14243","35_102","38_88",1288,"35_102.38_88","1101-1300"
"14244","35_101","38_88",1203,"35_101.38_88","1101-1300"
"14245","35_99","38_88",1033,"35_99.38_88","901-1100"
"14246","35_79","38_88",867,"35_79.38_88","701-900"
"14247","34_101","38_88",1245,"34_101.38_88","1101-1300"
"14248","34_82","38_88",697,"34_82.38_88","501-700"
"14249","50_110","38_87",2248,"50_110.38_87",">1500"
"14250","49_107","38_87",2006,"49_107.38_87",">1500"
"14251","48_103","38_87",1699,"48_103.38_87",">1500"
"14252","48_102","38_87",1640,"48_102.38_87",">1500"
"14253","48_101","38_87",1582,"48_101.38_87",">1500"
"14254","48_100","38_87",1525,"48_100.38_87",">1500"
"14255","47_108","38_87",1973,"47_108.38_87",">1500"
"14256","47_103","38_87",1638,"47_103.38_87",">1500"
"14257","47_102","38_87",1575,"47_102.38_87",">1500"
"14258","47_101","38_87",1513,"47_101.38_87",">1500"
"14259","47_100","38_87",1454,"47_100.38_87","1301-1500"
"14260","47_99","38_87",1396,"47_99.38_87","1301-1500"
"14261","47_98","38_87",1341,"47_98.38_87","1301-1500"
"14262","46_103","38_87",1583,"46_103.38_87",">1500"
"14263","46_102","38_87",1516,"46_102.38_87",">1500"
"14264","46_101","38_87",1450,"46_101.38_87","1301-1500"
"14265","46_100","38_87",1387,"46_100.38_87","1301-1500"
"14266","46_99","38_87",1325,"46_99.38_87","1301-1500"
"14267","45_105","38_87",1677,"45_105.38_87",">1500"
"14268","45_104","38_87",1604,"45_104.38_87",">1500"
"14269","45_103","38_87",1533,"45_103.38_87",">1500"
"14270","45_102","38_87",1462,"45_102.38_87","1301-1500"
"14271","45_101","38_87",1393,"45_101.38_87","1301-1500"
"14272","45_100","38_87",1326,"45_100.38_87","1301-1500"
"14273","45_99","38_87",1260,"45_99.38_87","1101-1300"
"14274","45_98","38_87",1196,"45_98.38_87","1101-1300"
"14275","44_102","38_87",1416,"44_102.38_87","1301-1500"
"14276","44_101","38_87",1343,"44_101.38_87","1301-1500"
"14277","44_100","38_87",1271,"44_100.38_87","1101-1300"
"14278","44_99","38_87",1201,"44_99.38_87","1101-1300"
"14279","44_98","38_87",1133,"44_98.38_87","1101-1300"
"14280","44_97","38_87",1067,"44_97.38_87","901-1100"
"14281","44_89","38_87",687,"44_89.38_87","501-700"
"14282","43_102","38_87",1376,"43_102.38_87","1301-1500"
"14283","43_100","38_87",1225,"43_100.38_87","1101-1300"
"14284","43_99","38_87",1151,"43_99.38_87","1101-1300"
"14285","43_97","38_87",1007,"43_97.38_87","901-1100"
"14286","43_89","38_87",580,"43_89.38_87","501-700"
"14287","42_103","38_87",1425,"42_103.38_87","1301-1500"
"14288","42_102","38_87",1345,"42_102.38_87","1301-1500"
"14289","42_101","38_87",1265,"42_101.38_87","1101-1300"
"14290","42_99","38_87",1109,"42_99.38_87","1101-1300"
"14291","42_98","38_87",1032,"42_98.38_87","901-1100"
"14292","42_95","38_87",810,"42_95.38_87","701-900"
"14293","42_90","38_87",512,"42_90.38_87","501-700"
"14294","42_89","38_87",475,"42_89.38_87","301-500"
"14295","41_103","38_87",1404,"41_103.38_87","1301-1500"
"14296","41_102","38_87",1322,"41_102.38_87","1301-1500"
"14297","41_101","38_87",1239,"41_101.38_87","1101-1300"
"14298","41_100","38_87",1158,"41_100.38_87","1101-1300"
"14299","41_92","38_87",541,"41_92.38_87","501-700"
"14300","41_90","38_87",420,"41_90.38_87","301-500"
"14301","41_76","38_87",996,"41_76.38_87","901-1100"
"14302","40_103","38_87",1392,"40_103.38_87","1301-1500"
"14303","40_102","38_87",1307,"40_102.38_87","1301-1500"
"14304","40_101","38_87",1223,"40_101.38_87","1101-1300"
