"","Year","Index","Q25","Q975","Stratum"
"1625",1978,0.37954682264161,0.267326458613065,0.515263643909449,"OR"
"1626",1979,0.382634604243356,0.267506135177892,0.524744518468931,"OR"
"1627",1980,0.400037078742357,0.288022736229078,0.541396991458099,"OR"
"1628",1981,0.416363253878529,0.308163369988697,0.564134717208664,"OR"
"1629",1982,0.42899596179346,0.318290349825708,0.592938458047125,"OR"
"1630",1983,0.44508199722672,0.324870879112687,0.606477962751509,"OR"
"1631",1984,0.444977161438854,0.323753697160268,0.606197526496209,"OR"
"1632",1985,0.451987649887005,0.329414903906608,0.624568644159467,"OR"
"1633",1986,0.454827341753946,0.332714739923771,0.640874960667829,"OR"
"1634",1987,0.435199149145844,0.315659444371962,0.596459948330975,"OR"
"1635",1988,0.434651500326386,0.313100587196275,0.597959257903566,"OR"
"1636",1989,0.452615918492383,0.331110448623956,0.626254146991816,"OR"
"1637",1990,0.458014674027128,0.331901489393855,0.643993071854594,"OR"
"1638",1991,0.45167756787696,0.331016930925397,0.623626838973078,"OR"
"1639",1992,0.442785124583027,0.323087984152312,0.614482226774754,"OR"
"1640",1993,0.435121743973537,0.319953083652954,0.600675121826361,"OR"
"1641",1994,0.414164250163294,0.309445118850031,0.559217473192156,"OR"
"1642",1995,0.384279376452248,0.285444560044204,0.511262597405799,"OR"
"1643",1996,0.369081732537212,0.270790445337219,0.488286849805579,"OR"
"1644",1997,0.347297361822556,0.255163539292008,0.460871031183811,"OR"
"1645",1998,0.317244369662919,0.224950254457095,0.423453299621175,"OR"
"1646",1999,0.321199225126128,0.237729275826892,0.424454217603294,"OR"
"1647",2000,0.333743289469315,0.246487477424607,0.447431537773782,"OR"
"1648",2001,0.318693420670807,0.235697139155203,0.427996350047611,"OR"
"1649",2002,0.310635680545975,0.229270159908483,0.416793279384082,"OR"
"1650",2003,0.301996138061801,0.224822406343934,0.400931788870925,"OR"
"1651",2004,0.292181792228491,0.217485914189754,0.388146876082176,"OR"
"1652",2005,0.291814610844655,0.220220765418987,0.389278741409981,"OR"
"1653",2006,0.2829175007569,0.214262544278987,0.377712296067225,"OR"
"1654",2007,0.272763600980004,0.206512384382126,0.363045443732718,"OR"
"1655",2008,0.278618317629115,0.207618474819493,0.373490158115516,"OR"
"1656",2009,0.273466981427478,0.203477705730113,0.363243999441796,"OR"
"1657",2010,0.254983402907408,0.191850704283307,0.338167361913065,"OR"
"1658",2011,0.23861672420921,0.179273564118488,0.315860063568703,"OR"
"1659",2012,0.223161369968742,0.164599797737181,0.29659454922265,"OR"
"1660",2013,0.202182713842002,0.146741374388438,0.267173183600689,"OR"
"1661",2014,0.188849200398421,0.138390726520881,0.251338820732496,"OR"
"1662",2015,0.178143845532664,0.12805308071307,0.239428888101351,"OR"
"1663",2016,0.171521691246548,0.122585370887792,0.231291894567749,"OR"
"1664",2017,0.16319218391857,0.111646710098003,0.226891347208459,"OR"
"1665",1966,0.0647465891979381,0.0307863540066326,0.123846547170023,"AR"
"1666",1967,0.0645643048551767,0.0322876123734844,0.122984589939582,"AR"
"1667",1968,0.0642377395831221,0.0322671718833796,0.116622023284316,"AR"
"1668",1969,0.0642092976479,0.0331053147736963,0.113475764986031,"AR"
"1669",1970,0.0638836398778412,0.0339015415772126,0.107532614640461,"AR"
"1670",1971,0.0639449052188768,0.0360259477230815,0.109990733750724,"AR"
"1671",1972,0.0641480267933667,0.0372004844429258,0.110915287134576,"AR"
"1672",1973,0.0644977000405533,0.0384663963572286,0.109784026577312,"AR"
"1673",1974,0.0647651742260911,0.0386912991460728,0.109656744625526,"AR"
"1674",1975,0.0641556977604983,0.0392585383192044,0.106875545345351,"AR"
"1675",1976,0.063636373876516,0.0388351408539364,0.104107252199829,"AR"
"1676",1977,0.0630208016347047,0.0384430366761356,0.102968351713678,"AR"
"1677",1978,0.0620013635409233,0.0368331864144748,0.101133747141967,"AR"
"1678",1979,0.0613496884146911,0.0372453241974857,0.0990619522743834,"AR"
"1679",1980,0.0607444705105214,0.036448216798471,0.0980637586170366,"AR"
"1680",1981,0.0603081608978272,0.0361793435937628,0.097846927870441,"AR"
"1681",1982,0.0603249938998947,0.0364774629101512,0.0980496715202194,"AR"
"1682",1983,0.0607248468738202,0.0361109903894599,0.100163667687602,"AR"
"1683",1984,0.0611526123561962,0.0372663971033428,0.0997196534671715,"AR"
"1684",1985,0.0619474775540435,0.0378240601038163,0.10122297141703,"AR"
"1685",1986,0.0623581701810369,0.0389249257579463,0.103695253088423,"AR"
"1686",1987,0.0632136605645913,0.0404927306897789,0.105014593765101,"AR"
"1687",1988,0.0645015865962506,0.0415614989679418,0.10851800895765,"AR"
"1688",1989,0.0660344644899007,0.0422628319079291,0.116333646650002,"AR"
"1689",1990,0.0681443971268187,0.0424705928742013,0.127027901000682,"AR"
