iteration,grid,meancor.lin,mean.mean,mean.var
1,46-100,0.039176648,5.702166766,14.32220253
1,46-104,-0.074152047,5.702166766,14.32220253
1,48-100,0.118635237,5.056217951,12.02898653
1,48-102,-0.124932411,5.056217951,12.02898653
1,48-104,-0.128938674,5.056217951,12.02898653
1,50-102,0.018083514,5.88468806,16.27600107
1,50-112,0.275382371,7.871852221,28.55013535
1,52-108,0.145575149,7.871852221,28.55013535
1,52-110,0.114209413,7.871852221,28.55013535
1,52-112,0.118036355,7.871852221,28.55013535
2,46-100,0.066622443,5.999176962,22.39668077
2,46-104,0.190282922,5.999176962,22.39668077
2,48-100,0.105575811,5.357270156,18.80510487
2,48-102,0.009801684,5.357270156,18.80510487
2,48-104,0.168735003,5.357270156,18.80510487
2,50-102,-0.188757039,6.51671745,27.17445725
2,50-112,-0.276874582,8.181474406,30.46976232
2,52-108,-0.053903841,8.181474406,30.46976232
2,52-110,-0.205186935,8.181474406,30.46976232
2,52-112,-0.007967536,8.181474406,30.46976232
3,46-100,0.238848165,5.831146643,8.174232162
3,46-104,0.233950747,5.831146643,8.174232162
3,48-100,0.276553675,5.24029721,7.175619493
3,48-102,0.150524437,5.24029721,7.175619493
3,48-104,0.158302987,5.24029721,7.175619493
3,50-102,0.166304834,6.093593441,8.404420365
3,50-112,-0.060030169,7.309682351,20.43248226
3,52-108,0.093025546,7.309682351,20.43248226
3,52-110,-0.104483693,7.309682351,20.43248226
3,52-112,-0.04908086,7.309682351,20.43248226
4,46-100,0.129886768,5.989479868,11.10234166
4,46-104,0.183740025,5.989479868,11.10234166
4,48-100,0.104067592,5.314004397,9.519792183
4,48-102,0.082039833,5.314004397,9.519792183
4,48-104,-0.061081017,5.314004397,9.519792183
4,50-102,0.084397189,6.201336094,11.16384605
4,50-112,0.193150222,8.31288079,33.32740982
4,52-108,0.261739688,8.31288079,33.32740982
4,52-110,0.14738527,8.31288079,33.32740982
4,52-112,0.075622558,8.31288079,33.32740982
5,46-100,0.067312146,5.970516196,68.0077516
5,46-104,-0.214865952,5.970516196,68.0077516
5,48-100,0.086580509,5.307572617,56.91384152
5,48-102,0.009991916,5.307572617,56.91384152
5,48-104,-0.000369844,5.307572617,56.91384152
5,50-102,0.017993417,6.320825628,83.80048215
5,50-112,-0.110470275,7.208897964,13.74244331
5,52-108,0.100954832,7.208897964,13.74244331
5,52-110,-0.076689757,7.208897964,13.74244331
5,52-112,-0.059908591,7.208897964,13.74244331
6,46-100,-0.262487652,5.668561993,10.45869175
6,46-104,0.070198515,5.668561993,10.45869175
6,48-100,0.060705547,5.031717083,9.189353521
6,48-102,-0.033962274,5.031717083,9.189353521
6,48-104,0.040029321,5.031717083,9.189353521
6,50-102,0.005319276,5.738047966,11.19857168
6,50-112,0.099559273,8.463565767,26.69895054
6,52-108,0.278797448,8.463565767,26.69895054
6,52-110,0.093433123,8.463565767,26.69895054
6,52-112,-0.032241381,8.463565767,26.69895054
7,46-100,0.162571768,5.877572733,10.59516778
7,46-104,0.029257143,5.877572733,10.59516778
7,48-100,-0.016219611,5.300274604,9.871439067
7,48-102,0.108053165,5.300274604,9.871439067
7,48-104,-0.018883841,5.300274604,9.871439067
7,50-102,-0.099010231,6.480891514,13.64662951
7,50-112,0.08775044,7.958309978,24.73602843
7,52-108,-0.046405374,7.958309978,24.73602843
7,52-110,0.130057132,7.958309978,24.73602843
7,52-112,0.076316767,7.958309978,24.73602843
8,46-100,0.046151417,5.382219897,8.005878455
8,46-104,-0.038317599,5.382219897,8.005878455
8,48-100,0.111056788,4.819748671,6.844703955
8,48-102,0.224832173,4.819748671,6.844703955
8,48-104,-0.109973225,4.819748671,6.844703955
8,50-102,0.119874123,5.543408031,8.192046208
8,50-112,0.004312763,7.90420634,33.86937432
8,52-108,0.059392682,7.90420634,33.86937432
8,52-110,-0.006119195,7.90420634,33.86937432
8,52-112,-0.002847161,7.90420634,33.86937432
9,46-100,0.0799932,5.789701284,14.43675578
9,46-104,-0.062483118,5.789701284,14.43675578
9,48-100,0.021804998,5.167743187,12.59994538
9,48-102,0.101462872,5.167743187,12.59994538
9,48-104,-0.067627756,5.167743187,12.59994538
9,50-102,-0.068574343,6.117963409,15.4184079
9,50-112,0.076612585,8.176175698,31.76500116
9,52-108,-0.271501442,8.176175698,31.76500116
9,52-110,0.155496433,8.176175698,31.76500116
9,52-112,0.075244346,8.176175698,31.76500116
10,46-100,-0.007839234,5.357979198,9.304283078
10,46-104,0.051309377,5.357979198,9.304283078
10,48-100,-0.135831286,4.775655977,7.922430786
10,48-102,-0.083333937,4.775655977,7.922430786
10,48-104,-0.025952565,4.775655977,7.922430786
10,50-102,-0.060150064,5.591243372,10.34573505
10,50-112,0.241199559,7.593039533,25.94982235
10,52-108,0.070419066,7.593039533,25.94982235
10,52-110,0.072429379,7.593039533,25.94982235
10,52-112,0.19561281,7.593039533,25.94982235
11,46-100,0.162736082,5.814492065,24.6647534
11,46-104,0.003826805,5.814492065,24.6647534
11,48-100,-0.025179288,5.186167286,20.72135201
11,48-102,0.019245715,5.186167286,20.72135201
11,48-104,-0.213671193,5.186167286,20.72135201
11,50-102,0.013895083,6.297814853,29.78691056
11,50-112,0.144605899,8.139005836,24.08717865
11,52-108,-0.068526806,8.139005836,24.08717865
11,52-110,-0.050686566,8.139005836,24.08717865
11,52-112,0.116693679,8.139005836,24.08717865
12,46-100,-0.070826098,5.488774815,6.847123034
12,46-104,0.035939474,5.488774815,6.847123034
12,48-100,0.012320993,4.937217441,6.007576449
12,48-102,-0.016559301,4.937217441,6.007576449
12,48-104,-0.194675318,4.937217441,6.007576449
12,50-102,0.012885359,5.73755117,7.997035824
12,50-112,-0.132964041,8.614371414,33.77256045
12,52-108,0.250041762,8.614371414,33.77256045
12,52-110,0.079391125,8.614371414,33.77256045
12,52-112,0.142996222,8.614371414,33.77256045
13,46-100,-0.011995806,5.731288051,13.38585989
13,46-104,0.064572147,5.731288051,13.38585989
13,48-100,0.106989067,5.108030063,11.33276849
13,48-102,-0.070589374,5.108030063,11.33276849
13,48-104,0.057749008,5.108030063,11.33276849
13,50-102,0.027450696,6.118872587,16.14579225
13,50-112,0.08643759,7.444227773,26.78020814
13,52-108,0.119311911,7.444227773,26.78020814
13,52-110,0.101242671,7.444227773,26.78020814
13,52-112,-0.052465449,7.444227773,26.78020814
14,46-100,0.064084585,6.180248037,33.2743103
14,46-104,0.087088587,6.180248037,33.2743103
14,48-100,0.019879388,5.569639077,28.2540043
14,48-102,0.033104575,5.569639077,28.2540043
14,48-104,-0.161542146,5.569639077,28.2540043
14,50-102,-0.141334445,6.647831634,40.16286951
14,50-112,-0.147174369,7.603599198,24.95090987
14,52-108,-0.111621437,7.603599198,24.95090987
14,52-110,-0.044444402,7.603599198,24.95090987
14,52-112,0.035743967,7.603599198,24.95090987
15,46-100,0.100437587,5.535448302,10.05068566
15,46-104,0.062368506,5.535448302,10.05068566
15,48-100,0.095609619,4.89547976,8.605253919
15,48-102,0.087528387,4.89547976,8.605253919
15,48-104,-0.038236816,4.89547976,8.605253919
15,50-102,0.133138769,5.365543552,6.734113913
15,50-112,0.070086305,8.219275383,30.41470809
15,52-108,0.119445686,8.219275383,30.41470809
15,52-110,-0.048474632,8.219275383,30.41470809
15,52-112,-0.007776254,8.219275383,30.41470809
16,46-100,0.118944017,5.874375995,12.74467094
16,46-104,0.056845954,5.874375995,12.74467094
16,48-100,-0.057296902,5.292416022,10.82863415
16,48-102,-0.061817427,5.292416022,10.82863415
16,48-104,-0.086680971,5.292416022,10.82863415
16,50-102,-0.07155607,6.064627354,10.35160091
16,50-112,0.093552902,8.172662939,32.51499755
16,52-108,0.076915728,8.172662939,32.51499755
16,52-110,-0.083815587,8.172662939,32.51499755
16,52-112,-0.007806193,8.172662939,32.51499755
17,46-100,0.083262934,5.924035957,12.03509929
17,46-104,0.000377935,5.924035957,12.03509929
17,48-100,0.105942645,5.280893024,10.31655165
17,48-102,-0.007067185,5.280893024,10.31655165
17,48-104,0.05954624,5.280893024,10.31655165
17,50-102,0.020253833,6.048765018,12.13823203
17,50-112,-0.122840661,8.000991686,46.41869112
17,52-108,-0.116096722,8.000991686,46.41869112
17,52-110,-0.132607491,8.000991686,46.41869112
17,52-112,-0.045038549,8.000991686,46.41869112
18,46-100,0.001458116,5.540728321,8.872629782
18,46-104,-0.042982739,5.540728321,8.872629782
18,48-100,-0.044880129,5.003540098,7.565491633
18,48-102,0.074640003,5.003540098,7.565491633
18,48-104,-0.068133233,5.003540098,7.565491633
18,50-102,0.037327746,5.855632014,8.324974819
18,50-112,-0.011170063,8.876316899,49.43263762
18,52-108,0.051026038,8.876316899,49.43263762
18,52-110,-0.036546309,8.876316899,49.43263762
18,52-112,0.076654791,8.876316899,49.43263762
19,46-100,-0.111470035,5.469065885,8.199252502
19,46-104,0.010079013,5.469065885,8.199252502
