iteration,grid,meancor.lin,mean.mean,mean.var
1,42-90,0.219922875,2.344560901,1.536789927
1,42-94,0.23175658,2.457213941,2.169217935
1,44-88,0.236132925,2.698799673,1.502280277
1,44-90,0.201228048,3.716385212,2.640457173
1,44-92,0.13130227,3.871936889,2.571393901
1,44-94,0.127555443,4.464543553,3.226104663
1,44-96,0.272198252,4.705288919,3.812813806
1,44-98,0.224228143,5.201969829,4.462211295
1,46-100,0.130588072,5.564442023,5.450849305
1,46-88,-0.010713974,2.823681479,1.544122425
1,46-90,0.204871865,4.207819975,2.86370342
1,46-92,0.189246138,4.867839751,3.535005935
1,46-94,0.256220041,5.347664469,4.106788355
1,46-96,0.144398202,5.580566684,4.949247681
1,46-98,-0.025805947,6.032700634,5.573818414
1,48-100,0.158975391,5.603498131,5.741207799
1,48-102,0.247039227,4.781616103,5.580760453
1,48-92,0.329662174,5.89665676,4.257274314
1,48-94,0.177928278,6.432961312,4.941808297
1,48-96,0.039152082,6.293744776,5.296437275
1,48-98,0.289675437,6.216081491,6.064996566
1,50-100,0.295490692,6.155418341,9.143685773
1,50-102,0.217863194,6.104028057,10.37016803
1,50-96,0.236869661,6.719653754,9.033722153
1,50-98,0.155985661,6.056700914,8.606794198
1,52-100,0.268635461,5.891068263,10.05945826
1,52-102,0.136968351,6.027503054,11.70815303
1,52-96,0.043219654,7.001538349,11.33084773
1,52-98,-0.086782284,5.891068263,10.05945826
2,42-90,0.113229226,2.309881408,1.352548497
2,42-94,0.275474384,2.513265279,2.186922857
2,44-88,0.241267217,2.696524947,1.370565121
2,44-90,0.184141107,3.625566769,2.747372951
2,44-92,0.107027941,3.814072218,3.27286888
2,44-94,0.243334996,4.516750755,4.168700084
2,44-96,0.322068731,4.807808896,5.20623012
2,44-98,0.329448015,5.326889237,6.202149913
2,46-100,0.295035329,5.750223554,6.630413867
2,46-88,0.108726999,2.842779967,1.409133878
2,46-90,0.079379235,4.182133824,3.170996687
2,46-92,0.22077949,4.8812728,4.673502842
2,46-94,0.27110396,5.434583636,5.236020236
2,46-96,0.279756362,5.675927086,5.97191426
2,46-98,0.172740821,6.139490872,6.793312877
2,48-100,0.298653083,5.893233984,6.432140041
2,48-102,0.14219691,5.080994808,4.839905904
2,48-92,0.221516071,5.975996223,6.223176338
2,48-94,0.232108522,6.610209049,6.696365245
2,48-96,0.22212636,6.518711592,6.66798623
2,48-98,0.166959731,6.465530002,7.008774694
2,50-100,0.08954399,6.088243004,9.484009984
2,50-102,0.175616383,5.937581467,10.04199158
2,50-96,0.2897634,6.651225781,10.06554504
2,50-98,0.102194253,6.032049482,9.072278193
2,52-100,0.145078244,5.817753112,10.73397758
2,52-102,-0.168778145,5.839456585,11.51551598
2,52-96,0.124063411,6.827125257,13.16854273
2,52-98,0.093619041,5.817753112,10.73397758
3,42-90,0.290433281,2.308249037,1.163220221
3,42-94,0.080435043,2.563182479,2.808571254
3,44-88,0.194021845,2.68404711,1.138710634
3,44-90,0.153157195,3.680329342,2.055929463
3,44-92,0.139320238,3.835551018,2.227407846
3,44-94,0.145055343,4.553063975,3.451502315
3,44-96,0.148832974,4.852566723,4.072444029
3,44-98,0.222052614,5.362455566,4.887998538
3,46-100,0.1344088,5.967702272,7.654858535
3,46-88,-0.003870536,2.841125849,1.18437946
3,46-90,0.017982685,4.206934341,2.291419628
3,46-92,0.123408751,4.961586853,3.577609545
3,46-94,0.146535706,5.538921716,4.49737781
3,46-96,0.140849363,5.816530188,5.978665004
3,46-98,0.168758311,6.324231909,6.95977224
3,48-100,0.096875072,6.064369121,6.912130946
3,48-102,0.187489912,5.245408084,6.278544064
3,48-92,0.111188004,6.07371813,4.684739198
3,48-94,0.230847903,6.791253509,5.5412824
3,48-96,0.150779818,6.672895429,6.475626905
3,48-98,0.077001614,6.609660494,6.791209455
3,50-100,0.205787409,6.416735997,9.353211468
3,50-102,0.110812569,6.316815833,10.04189404
3,50-96,0.10990028,6.976359773,9.854595014
3,50-98,0.13774209,6.306123169,8.799250939
3,52-100,-0.02115915,6.022024052,8.732559865
3,52-102,0.056221311,6.14241486,9.473176605
3,52-96,0.049745737,7.170321949,10.88452844
3,52-98,-0.027875679,6.022024052,8.732559865
4,42-90,0.375448874,2.15962323,1.067107413
4,42-94,0.165695842,2.468283931,3.471739944
4,44-88,0.114344917,2.619764681,1.103792651
4,44-90,0.286117486,3.616372342,2.022398077
4,44-92,0.191346024,3.837565158,2.361488989
4,44-94,0.212079412,4.609111872,4.09948555
4,44-96,0.192605564,4.857262209,4.96946601
4,44-98,0.198645752,5.419838271,5.98276074
4,46-100,0.210783175,5.994439749,7.369412967
4,46-88,-0.041116903,2.770302487,1.16534837
4,46-90,0.10175498,4.113091621,2.202258456
4,46-92,0.180011153,4.938891762,3.773246875
4,46-94,0.231378477,5.548531327,5.178061571
4,46-96,0.184926099,5.776706056,5.771171149
4,46-98,0.091945869,6.307396379,6.682488556
4,48-100,0.018208745,5.971825748,6.435915933
4,48-102,0.216397225,5.07100918,5.270583289
4,48-92,0.196213946,6.101370276,4.976746604
4,48-94,0.220941924,6.70557656,5.612599895
4,48-96,0.206318973,6.577564199,5.636084357
4,48-98,0.191782962,6.520351692,6.376662754
4,50-100,0.188959253,6.432487368,12.39488916
4,50-102,0.161023307,6.323348902,13.86732296
4,50-96,0.148428589,6.958685018,12.59311444
4,50-98,0.144810372,6.303265403,11.57113303
4,52-100,0.161236577,6.096653273,14.72232586
4,52-102,-0.076143362,6.214736681,16.5398548
4,52-96,0.17969619,7.234183138,17.8506962
4,52-98,-0.024822154,6.096653273,14.72232586
5,42-90,0.089768895,2.174268583,0.976063811
5,42-94,0.0834729,2.333910601,1.496045845
5,44-88,0.124427074,2.562773372,1.151570946
5,44-90,0.098789378,3.622735738,2.219795762
5,44-92,0.095789159,3.78695281,2.381911376
5,44-94,0.31182769,4.469973926,3.109090265
5,44-96,0.251953198,4.780258741,3.687212988
5,44-98,0.260841085,5.321758966,4.389321232
5,46-100,0.264409095,5.800624424,6.415650165
5,46-88,0.110955982,2.709689164,1.177104876
5,46-90,0.223973799,4.15751706,2.505533122
5,46-92,0.231192784,4.88895392,4.491759823
5,46-94,0.276497783,5.437616564,4.989842051
5,46-96,0.257811493,5.734076619,5.397260576
5,46-98,0.232265713,6.234413855,6.213037381
5,48-100,0.066283558,5.954609144,7.842518143
5,48-102,0.314613533,5.118754453,6.004743644
5,48-92,-0.043726018,6.078247754,6.415898583
5,48-94,0.222025501,6.768376777,8.053756627
5,48-96,0.171124685,6.662817671,7.423144691
5,48-98,0.17339285,6.574822917,7.871541009
5,50-100,0.313443593,6.343873698,17.93586905
5,50-102,0.149235576,6.208298429,20.0533133
5,50-96,0.205601187,6.933673793,19.05629599
5,50-98,0.071567427,6.249068929,16.77652806
5,52-100,0.005763651,6.025874064,22.30839825
5,52-102,0.024981923,6.020298541,24.44961416
5,52-96,0.071978047,7.167319572,28.45732292
5,52-98,0.133691387,6.025874064,22.30839825
6,42-90,0.318375806,2.113148696,1.469868355
6,42-94,0.304809595,2.358740949,2.596850949
6,44-88,0.229806412,2.52691017,1.177637056
6,44-90,0.219468926,3.617190736,2.268867428
6,44-92,0.204036447,3.806661221,2.557884116
6,44-94,0.149850667,4.510227787,3.395833774
6,44-96,0.265414207,4.758696062,3.853846213
